"scientificname","AphiaID","valid_AphiaID","worms_name","status","kingdom","phylum","class","order","family","rank","genus","species","origin","endemic","deepsea","distribution","localName","common","fishery"
"Acanthurus blochii",219639,219639,"Acanthurus blochii","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus blochii","Randall2007",0,NA,"reef-associated","Pualu","Ringtail surgeonfish","Nearshore - Surgeonfishes"
"Acanthurus dussumieri",219641,219641,"Acanthurus dussumieri","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus dussumieri","Randall2007",0,NA,"reef-associated","Palani, Pone","Eyestripe surgeonfish","Nearshore - Surgeonfishes"
"Acanthurus guttatus",219650,219650,"Acanthurus guttatus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus guttatus","Randall2007",0,NA,"reef-associated","'Api, Mustard Tang","Whitespotted surgeonfish","Nearshore - Surgeonfishes"
"Acanthurus leucopareius",219624,219624,"Acanthurus leucopareius","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus leucopareius","Randall2007",0,NA,"reef-associated","Māikoiko","Whitebar surgeonfish","Nearshore - Surgeonfishes"
"Acanthurus lineatus",159582,159582,"Acanthurus lineatus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus lineatus","Randall2007",0,NA,"reef-associated",NA,"Lined surgeonfish",NA
"Acanthurus nigricans",219638,219638,"Acanthurus nigricans","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus nigricans","Randall2007",0,NA,"reef-associated",NA,"Whitecheek surgeonfish",NA
"Acanthurus nigrofuscus",219640,219640,"Acanthurus nigrofuscus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus nigrofuscus","Randall2007",0,NA,"reef-associated","Alibangbang, Fork Tail, Ma'i'i'i, Maiil","Brown surgeonfish","Nearshore - Surgeonfishes"
"Acanthurus nigroris",219642,219642,"Acanthurus nigroris","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus nigroris","Randall2007",0,NA,"reef-associated","Maiko","Bluelined surgeonfish","Nearshore - Surgeonfishes"
"Acanthurus olivaceus",219625,219625,"Acanthurus olivaceus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus olivaceus","Randall2007",0,NA,"reef-associated","Na'ena'e","Orangespot surgeonfish","Nearshore - Surgeonfishes"
"Acanthurus thompsoni",219646,219646,"Acanthurus thompsoni","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus thompsoni","Randall2007",0,NA,"reef-associated",NA,"Thompson's surgeonfish",NA
"Acanthurus triostegus",219630,219630,"Acanthurus triostegus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus triostegus","Mundy2005",0,NA,"reef-associated","Manini","Convict surgeonfish","Nearshore - Surgeonfishes"
"Acanthurus xanthopterus",219634,219634,"Acanthurus xanthopterus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Acanthurus","Acanthurus xanthopterus","Randall2007",0,NA,"reef-associated",NA,"Yellowfin surgeonfish",NA
"Ctenochaetus hawaiiensis",277561,277561,"Ctenochaetus hawaiiensis","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Ctenochaetus","Ctenochaetus hawaiiensis","Randall2007",0,NA,"reef-associated","Black Kole","Chevron tang","Nearshore - Surgeonfishes"
"Ctenochaetus marginatus",219657,219657,"Ctenochaetus marginatus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Ctenochaetus","Ctenochaetus marginatus","Mundy2005",0,NA,"reef-associated",NA,"Striped-fin surgeonfish",NA
"Ctenochaetus strigosus",219658,219658,"Ctenochaetus strigosus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Ctenochaetus","Ctenochaetus strigosus","Randall2007",1,NA,"reef-associated","Kole, Yellow Eye Kole","Spotted surgeonfish","Nearshore - Surgeonfishes"
"Naso annulatus",219673,219673,"Naso annulatus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Naso","Naso annulatus","Randall2007",0,NA,"reef-associated","Kala","Whitemargin unicornfish","Nearshore - Unicornfishes"
"Naso brevirostris",219671,219671,"Naso brevirostris","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Naso","Naso brevirostris","Randall2007",0,NA,"reef-associated","Kala","Spotted unicornfish","Nearshore - Unicornfishes"
"Naso brevirostris",367724,219671,"Naso brevirostris","unaccepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Naso","Naso brevirostris","Randall2007",0,NA,"reef-associated","Kala","Spotted unicornfish","Nearshore - Unicornfishes"
"Naso caesius",278004,278004,"Naso caesius","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Naso","Naso caesius","Randall2007",0,NA,"reef-associated",NA,"Gray unicornfish",NA
"Naso hexacanthus",219667,219667,"Naso hexacanthus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Naso","Naso hexacanthus","Randall2007",0,NA,"reef-associated","'Ōpelu Kala, Kala Holo, Six Spined Surgeon","Sleek unicornfish","Nearshore - Unicornfishes"
"Naso lituratus",219665,219665,"Naso lituratus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Naso","Naso lituratus","Randall2007",0,NA,"reef-associated","Clown Tang, Kalalei, Orange Lip Surgeon, Umauma lei","Orangespine unicornfish","Nearshore - Unicornfishes"
"Naso maculatus",278007,278007,"Naso maculatus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Naso","Naso maculatus","Randall2007",0,NA,"reef-associated",NA,"Spotted unicornfish",NA
"Naso unicornis",219668,219668,"Naso unicornis","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Naso","Naso unicornis","Randall2007",0,NA,"reef-associated","Kala","Bluespine unicornfish","Nearshore - Unicornfishes"
"Paracanthurus hepatus",219676,219676,"Paracanthurus hepatus","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Paracanthurus","Paracanthurus hepatus","Mundy2005",0,NA,"reef-associated",NA,"Palette surgeonfish",NA
"Zebrasoma flavescens",219683,219683,"Zebrasoma flavescens","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Zebrasoma","Zebrasoma flavescens","Randall2007",0,NA,"reef-associated","Lau'īpala, Yellow Manini","Yellow tang","Nearshore - Surgeonfishes"
"Zebrasoma rostratum",277556,277556,"Zebrasoma rostratum","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Zebrasoma","Zebrasoma rostratum","Randall2007",0,NA,"reef-associated",NA,"Longnose surgeonfish",NA
"Zebrasoma velifer",712902,712902,"Zebrasoma velifer","accepted","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Species","Zebrasoma","Zebrasoma velifer","Randall2007",0,NA,"reef-associated",NA,"Sailfin Tang",NA
"Albula glossodonta",212255,212255,"Albula glossodonta","accepted","Animalia","Chordata","Teleostei","Albuliformes","Albulidae","Species","Albula","Albula glossodonta","Randall2007",0,NA,"reef-associated","Oio, Ola (unspecified)","Roundjaw bonefish","Nearshore"
"Albula virgata",308233,308233,"Albula virgata","accepted","Animalia","Chordata","Teleostei","Albuliformes","Albulidae","Species","Albula","Albula virgata","Randall2007",1,NA,"reef-associated","Oio, Ola (unspecified)","Longjaw bonefish","Nearshore"
"Antennarius commerson",217852,217852,"Antennarius commerson","accepted","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Species","Antennarius","Antennarius commerson","Randall2007",0,NA,"reef-associated",NA,"Commerson's frogfish",NA
"Antennarius commerson",400686,217852,"Antennarius commerson","unaccepted","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Species","Antennarius","Antennarius commerson","Randall2007",0,NA,"reef-associated",NA,"Commerson's frogfish",NA
"Antennarius maculatus",217850,217850,"Antennarius maculatus","accepted","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Species","Antennarius","Antennarius maculatus","Randall2007",0,NA,"reef-associated",NA,"Warty frogfish",NA
"Antennarius pictus",217851,217851,"Antennarius pictus","accepted","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Species","Antennarius","Antennarius pictus","Randall2007",0,NA,"reef-associated",NA,"Painted frogfish",NA
"Antennarius randalli",272542,272542,"Antennarius randalli","accepted","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Species","Antennarius","Antennarius randalli","Randall2007",0,NA,"reef-associated",NA,"Randall's frogfish",NA
"Antennarius striatus",158790,158790,"Antennarius striatus","accepted","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Species","Antennarius","Antennarius striatus","Randall2007",0,NA,"reef-associated",NA,"Striated frogfish",NA
"Antennatus tuberosus",217855,217855,"Antennatus tuberosus","accepted","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Species","Antennatus","Antennatus tuberosus","Randall2007",0,NA,"reef-associated",NA,"Tuberculated frogfish",NA
"Histrio histrio",126533,126533,"Histrio histrio","accepted","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Species","Histrio","Histrio histrio","Randall2007",0,NA,"reef-associated",NA,"Sargassumfish",NA
"Apogon deetsie",273003,273003,"Apogon deetsie","accepted","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Species","Apogon","Apogon deetsie","Randall2007",0,NA,"benthopelagic",NA,"Deetsie's cardinalfish",NA
"Apogon erythrinus",209361,209361,"Apogon erythrinus","accepted","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Species","Apogon","Apogon erythrinus","Randall2007",1,NA,"reef-associated",NA,"Hawaiian ruby cardinalfish",NA
"Apogonichthys perdix",209383,209383,"Apogonichthys perdix","accepted","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Species","Apogonichthys","Apogonichthys perdix","Randall2007",0,NA,"reef-associated",NA,"Perdix cardinalfish",NA
"Foa brachygramma",209399,209399,"Foa brachygramma","accepted","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Species","Foa","Foa brachygramma","Mundy2005",1,NA,"reef-associated",NA,"Weed cardinalfish",NA
"Ostorhinchus maculiferus",712670,712670,"Ostorhinchus maculiferus","accepted","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Species","Ostorhinchus","Ostorhinchus maculiferus","Randall2007",1,NA,"reef-associated",NA,"Spotted cardinalfish",NA
"Pristiapogon kallopterus",712696,712696,"Pristiapogon kallopterus","accepted","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Species","Pristiapogon","Pristiapogon kallopterus","Randall2007",0,NA,"reef-associated","'Upāpalu, Moonlight Annie","Iridescent cardinalfish","Nearshore - Other"
"Pristiapogon taeniopterus",209367,209367,"Pristiapogon taeniopterus","accepted","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Species","Pristiapogon","Pristiapogon taeniopterus","Randall2007",0,NA,"reef-associated",NA,"Bandfin cardinalfish",NA
"Pseudamiops diaphanes",278789,278789,"Pseudamiops diaphanes","accepted","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Species","Pseudamiops","Pseudamiops diaphanes","Randall2007",1,NA,"reef-associated",NA,"Transparent cardinalfish",NA
"Zapogon evermanni",712709,712709,"Zapogon evermanni","accepted","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Species","Zapogon","Zapogon evermanni","Randall2007",0,NA,"reef-associated",NA,"Evermann's cardinalfish",NA
"Atherinomorus insularum",272035,272035,"Atherinomorus insularum","accepted","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Species","Atherinomorus","Atherinomorus insularum","Randall2007",1,NA,"pelagic-neritic","'Iao","Hawaiian Islands silverside","Nearshore - Other"
"Aulostomus chinensis",217964,217964,"Aulostomus chinensis","accepted","Animalia","Chordata","Teleostei","Syngnathiformes","Aulostomidae","Species","Aulostomus","Aulostomus chinensis","Randall2007",0,NA,"reef-associated","Nūnū","Chinese trumpetfish","Nearshore - Other"
"Balistes polylepis",275234,275234,"Balistes polylepis","accepted","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Species","Balistes","Balistes polylepis","Randall2007",0,NA,"reef-associated","Humuhumu","Finescale triggerfish","Nearshore - Other"
"Canthidermis maculata",127398,127398,"Canthidermis maculata","accepted","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Species","Canthidermis","Canthidermis maculata","Mundy2005",0,NA,"reef-associated","Humuhumu","Rough triggerfish","Nearshore - Other"
"Melichthys niger",219881,219881,"Melichthys niger","accepted","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Species","Melichthys","Melichthys niger","Randall2007",0,NA,"reef-associated","Humuhumu","Black triggerfish","Nearshore - Other"
"Melichthys vidua",219879,219879,"Melichthys vidua","accepted","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Species","Melichthys","Melichthys vidua","Randall2007",0,NA,"reef-associated","Humuhumu","Pinktail triggerfish","Nearshore - Other"
"Rhinecanthus aculeatus",219890,219890,"Rhinecanthus aculeatus","accepted","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Species","Rhinecanthus","Rhinecanthus aculeatus","Randall2007",0,NA,"reef-associated","Humuhumu","White-banded triggerfish","Nearshore - Other"
"Rhinecanthus rectangulus",219886,219886,"Rhinecanthus rectangulus","accepted","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Species","Rhinecanthus","Rhinecanthus rectangulus","Randall2007",0,NA,"reef-associated","Humuhumu","Wedge-tail triggerfish","Nearshore - Other"
"Sufflamen bursa",219894,219894,"Sufflamen bursa","accepted","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Species","Sufflamen","Sufflamen bursa","Randall2007",0,NA,"reef-associated","Humuhumu","Boomerang triggerfish","Nearshore - Other"
"Sufflamen fraenatum",276852,276852,"Sufflamen fraenatum","accepted","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Species","Sufflamen","Sufflamen fraenatum","Randall2007",0,NA,"reef-associated","Humuhumu","Masked triggerfish","Nearshore - Other"
"Xanthichthys auromarginatus",219897,219897,"Xanthichthys auromarginatus","accepted","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Species","Xanthichthys","Xanthichthys auromarginatus","Randall2007",0,NA,"reef-associated","Humuhumu","Gilded triggerfish","Nearshore - Other"
"Xanthichthys caeruleolineatus",219898,219898,"Xanthichthys caeruleolineatus","accepted","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Species","Xanthichthys","Xanthichthys caeruleolineatus","Randall2007",0,NA,"reef-associated","Humuhumu","Outrigger triggerfish","Nearshore - Other"
"Xanthichthys mento",276247,276247,"Xanthichthys mento","accepted","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Species","Xanthichthys","Xanthichthys mento","Randall2007",0,NA,"reef-associated","Humuhumu","Redtail triggerfish","Nearshore - Other"
"Ablennes hians",159246,159246,"Ablennes hians","accepted","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Species","Ablennes","Ablennes hians","Mundy2005",0,NA,"reef-associated","'Aha, 'Aha Mele, 'Aha'aha, Bluebone, Dasu","Flat needlefish","Nearshore - Other"
"Platybelone argalus",126377,126377,"Platybelone argalus","accepted","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Species","Platybelone","Platybelone argalus","Mundy2005",0,NA,"reef-associated","'Aha, 'Aha Mele, 'Aha'aha, Bluebone, Dasu","Keeled needlefish","Nearshore - Other"
"Platybelone platyura",1592404,1592404,"Platybelone platyura","accepted","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Species","Platybelone","Platybelone platyura","Mundy2005",0,NA,"reef-associated","'Aha, 'Aha Mele, 'Aha'aha, Bluebone, Dasu","Keeled needlefish","Nearshore - Other"
"Tylosurus acus acus",236459,126378,"Tylosurus acus","unaccepted","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Subspecies","Tylosurus","Tylosurus acus","Mundy2005",0,NA,"reef-associated","'Aha, 'Aha Mele, 'Aha'aha, Bluebone, Dasu","Agujon needlefish","Nearshore - Other"
"Tylosurus crocodilus",159259,159259,"Tylosurus crocodilus","accepted","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Species","Tylosurus","Tylosurus crocodilus","Mundy2005",0,NA,"reef-associated","'Aha, 'Aha Mele, 'Aha'aha, Bluebone, Dasu","Hound needlefish","Nearshore - Other"
"Blenniella gibbifrons",219251,219251,"Blenniella gibbifrons","accepted","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Species","Blenniella","Blenniella gibbifrons","Randall2007",0,NA,"reef-associated",NA,"Hump-headed blenny",NA
"Cirripectes obscurus",276723,276723,"Cirripectes obscurus","accepted","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Species","Cirripectes","Cirripectes obscurus","Randall2007",1,NA,"reef-associated",NA,"Gargantuan blenny",NA
"Cirripectes polyzona",219262,219262,"Cirripectes polyzona","accepted","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Species","Cirripectes","Cirripectes polyzona","Mundy2005",0,NA,"reef-associated",NA,"Barred blenny",NA
"Cirripectes quagga",219263,219263,"Cirripectes quagga","accepted","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Species","Cirripectes","Cirripectes quagga","Randall2007",0,NA,"reef-associated",NA,"Squiggly blenny",NA
"Cirripectes vanderbilti",276725,276725,"Cirripectes vanderbilti","accepted","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Species","Cirripectes","Cirripectes vanderbilti","Randall2007",1,NA,"reef-associated",NA,"Scarface blenny",NA
"Cirripectes variolosus",219259,219259,"Cirripectes variolosus","accepted","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Species","Cirripectes","Cirripectes variolosus","Mundy2005",0,NA,"reef-associated",NA,"Red-speckled blenny",NA
"Enchelyurus brunneolus",276883,276883,"Enchelyurus brunneolus","accepted","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Species","Enchelyurus","Enchelyurus brunneolus","Randall2007",1,NA,"reef-associated",NA,"Combtooth blenny",NA
